Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Urspr. plats?,Nuv. koord.,Sockenkod/Fornlämningsnr.,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Övrigt,Alternativt signum,Referens,Bildlänk,lat,lon,marker,date
Öl ATA4376/56A $ ,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,I tornkammaren.,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,,,sten,kalksten,fragment av runsten,Reliefhuggen.,,$=ATA Dnr 411-4568-1998; BN 36,,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA4376/56B $ ,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,I tornkammaren.,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,,,sten,kalksten,3 fragment av runsten,Reliefhuggen.,,$=ATA Dnr 411-4568-1998; $=Läst efter foto; BN 44,,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA4377/56A  ,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,I vapenhuset.,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,?,,sten,kalksten,fragment av runsten,Reliefhuggen. Owe läser: ...neimoas^u--ek-rkra--ua · (u)... (ATA Dnr 411-4568-1998).,,BN 47,http://kmb.raa.se/cocoon/bild/object_list_simple?query=ÖlNf1951&showthumbnails=true,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA4377/56B  ,Hulterstads kyrkogård,Hulterstads sn,Möckleby hd,Mörbylånga,,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,,,sten,kalksten,fragment av runsten,Reliefhuggen. Endast svaga spår av ornamentik och av ett par runor.,,BN 48,,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA4378/56 $ ,"Triberga, Kristinero",Hulterstads sn,Möckleby hd,Mörbylånga,I tornkammaren.,6260250.1547450,,6258229.1547014,"0819 (Hulterstad), 75 (nuv. plats) [objektid=10081900750001]",,,V,,,sten,kalksten,fragment av runsten,Reliefhuggen.,,$=ATA Dnr 411-4568-1998; BN 46,,56.46750305713299,16.575069623024746,ᚱ,1050
Öl ATA4063/60  ,Gårdstorp,Södra Möckleby sn,Gräsgårds hd,Mörbylånga,Kalmar slott (KLM 28352),6248301.1538058,,,"0869 (Södra Möckleby), 91 [objektid=10086900910001]",,,V,,,sten,kalksten,fragment av runsten,,,BN 26,,56.361048813010456,16.420972539206655,ᚱ,1050
Öl ATA4064/60A $ ,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,,6265963.1536554,,,"0849 (Mörbylånga), 38 [objektid=10084900380001]",,,V,,Ulf (S),sten,grå kalksten,fragment av runsten,,,$=ATA Dnr 411-4652-1998; BN 15,,56.51977497819372,16.399104947738895,ᚱ,1050
Öl ATA4064/60B  ,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,,6265963.1536554,,,"0849 (Mörbylånga), 38 [objektid=10084900380001]",,,V,,,sten,grå kalksten,fragment av runsten,,,BN 17,,56.51977497819372,16.399104947738895,ᚱ,1050
Öl ATA4064/60C  ,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,,6265963.1536554,,,"0849 (Mörbylånga), 38 [objektid=10084900380001]",,,V,,,sten,grå kalksten,fragment av runsten,,,BN 16,,56.51977497819372,16.399104947738895,ᚱ,1050
Öl ATA4976/70 $ ,Långlöts kyrka,Långlöts sn,Runstens hd,Borgholm,,6290610.1556250,,,0841 (Långlöt),,,V,,,sten,röd kalksten,2 fragment av runsten,Endast ornamentik på fragmenten.,,"$=Material på Runverket, Raä; BN 71",,56.73914792020364,16.72441096830657,ᚱ,1050
Öl ATA3960/71  ,Mörbylånga by (12:3),Mörbylånga sn,Algutsrums hd,Mörbylånga,I kyrkan.,6266075.1536570,,6265940.1536510,0849 (Mörbylånga),,,V,,,sten,grå kalksten,fragment av runsten,,,BN 14,,56.5207795046184,16.399380581570234,ᚱ,1050
Öl ATA6371/83  ,Solberga 4:8,Köpings sn,Slättbo hd,Borgholm,,6306175.1555450,,,"0834 (Köping), 216 (stadslager) [objektid=10083402160001]",,,V?,,,metall,koppar,bleck,Runor och lönnrunor i tre resp. två rader på båda sidorna.,,Gustavson 2004:68,,56.87900157009525,16.714714646676196,🗡️ᚱ,
Öl ATA423-2541-1996  ,Solberga 4:8,Köpings sn,Slättbo hd,Borgholm,,6306175.1555450,,,"0834 (Köping), 216 (stadslager) [objektid=10083402160001]",,,V?,,,metall,brons,bleck,"Hittat 1990. Fyndnr 447. Runliknande tecken på båda sidor. Spår finns av runorna f, o och h.",,"Gustavson 2004:68; Material på Runverket, Raä",,56.87900157009525,16.714714646676196,🗡️ᚱ,
Öl ATA411-4568-1998A  ,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,I tornkammaren.,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,,,sten,kalksten,fragment av runsten,Runorna utgör ev. delar av ornamentiken.,,,,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA411-4568-1998B $ ,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,I tornkammaren.,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,,,sten,kalksten,fragment av runsten,Reliefhuggen.,,$=Läst efter foto,,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA411-4568-1998C  ,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,I tornkammaren.,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,,,sten,kalksten,fragment av runsten,,,,,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA411-4568-1998D  ,Hulterstads kyrka,Hulterstads sn,Möckleby hd,Mörbylånga,I tornkammaren.,6258229.1547014,,,"0819 (Hulterstad), 75 [objektid=10081900750001]",,,V,,,sten,kalksten,fragment av runsten,Reliefhuggen.,,,,56.44939839703312,16.567633541997047,ᚱ,1050
Öl ATA322-4215-2004  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"I västra kyrkogårdsmurens utsida, 6 m S ingången till kyrkogården.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",kortkvist-s,,V,,,sten,kalksten,fragment av runsten,Funnet 2004 i västra kyrkogårdsmurens utsida.,,,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl ATA326-1087-2007  ,Eketorp,Gräsgårds sn,Gräsgårds hd,Mörbylånga,SHM (31597:X13:1),6241046.1542160,,,"0809 (Gräsgård), 45 [objektid=10080900450001]",,,V/M,,,metall,brons,bleck,Funnet 1970. Runorna på sidan A läses från höger till vänster.,,,,56.295550759006936,16.48617336047648,🗡️ᚱ,
Öl BN57 $ ,Sandby kyrkogård,Sandby sn,Möckleby hd,Mörbylånga,,6272910.1551350,,,0863 (Sandby),,,V,Pr4? [Gräslund muntligt],,sten,,fragment av runsten,,,$=foto på Raä,http://kmb.raa.se/cocoon/bild/object_list_simple?query=ÖlNf1964%20Sandby&showthumbnails=true,56.580776767476,16.64083120349333,ᚱ,1050
Öl BN83 $ ,"Klinta 3:2, 3:3 (nu 5:15)",Köpings sn,Slättbo hd,Borgholm,SHM (25840:59:3),6306591.1556111,,,"0834 (Köping), 59:3 [objektid=10083400590003]",,,V ca 950,,,metall,koppar,bleck,,,$=Gustavson 2004:66f,http://kulturarvsdata.se/shm/media/html/28805,56.882657488652136,16.72564641156455,🗡️ᚱ,950
Öl BN84  ,"Klinta 3:2, 3:3 (nu 5:15)",Köpings sn,Slättbo hd,Borgholm,SHM (25840:59:3),6306591.1556111,,,"0834 (Köping), 59:3 [objektid=10083400590003]",,,V ca 950,,,metall,koppar,bleck,,,Gustavson 2004:66f,http://kulturarvsdata.se/shm/media/html/28805,56.882657488652136,16.72564641156455,🗡️ᚱ,950
Öl Fv1911;274A $M ,Räpplinge kyrka,Räpplinge sn,Slättbo hd,Borgholm,SHM (14533:1),6300510.1552460,,,0862 (Räpplinge),,,M ca 1150,,,sten,kalksten,häll till eskilstunakista,,,http://fornvannen.se/pdf/1910talet/1911_205c.pdf; $=BN 81; ATA Dnr 430/37;39,http://kulturarvsdata.se/shm/media/html/24135,56.8284821739388,16.664514176586483,ᚱ,1150
Öl Fv1911;274B $ ,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,SHM (14533:2),6268390.1539280,,,0858 (Resmo),,,V,Pr3 [Gräslund muntligt],,sten,kalksten,runsten,,,http://fornvannen.se/pdf/1910talet/1911_205c.pdf; $=ATA Dnr 6852/68; $=BN 6,http://kmb.raa.se/cocoon/bild/object_list_simple?query=Öl%20Fv1911%5c:275&showthumbnails=true,56.54135021224363,16.443755140108458,ᚱ,1050
Öl Fv1911;274C  ,Resmo kyrka,Resmo sn,Algutsrums hd,Mörbylånga,SHM (14533:3),6268390.1539280,,,0858 (Resmo),,,V,Pr3 - Pr4?,,sten,glimmerskiffer,"gravhäll, gavelhäll",,,http://fornvannen.se/pdf/1910talet/1911_205c.pdf; BN 7,http://kulturarvsdata.se/shm/media/html/24385,56.54135021224363,16.443755140108458,ᚱ,1050
Öl Fv1917(2);27 $ ,Hulterstads kyrkogård,Hulterstads sn,Möckleby hd,Mörbylånga,SHM (15736),6258229.1547014,,,0819 (Hulterstad),,,V,,,sten,,2 fragment av runsten,Separat paginering sist i Fv. Inga runor på fragmenten.,,http://fornvannen.se/pdf/1910talet/1917_tillvaxten_b.pdf; $=Inventariehandlingar på SHM; BN 35,http://kulturarvsdata.se/shm/media/html/24351,56.44939839703312,16.567633541997047,ᚱ,1050
Öl Fv1918(2);15 $ ,Borgholms slott (?),Borgholm,Slättbo hd,Borgholm,SHM (15904:8),6305200.1551150,,,0789 (Borgholm),,,V?,,,sten,,bryne,"Separat paginering sist i Fv. Nilsson (§P) har samma läsning som Fv 1918, Helmfrid (§Q) saknar tolkning, von Friesen (§R o §S) har två tolkningar, r. 9 har i hans avritning en halv hst och en streckad bst upp till höger, runan kan läsas k, r. 12 har en tydlig böjd bst till hö och ett kortare rakt streck upp till vä som ej hänger ihop med hst, runan kan läsas m eller k.",,"http://fornvannen.se/pdf/1910talet/1918_tillvaxten.pdf; §P: $=BN 176; §Q: $=ATA Dnr 430/37;42; §R: $=F7;35A; §S: $=F7;35B, F7=O. von Friesens anteckningsbok VII",,56.87073981420109,16.64399963803221,ᚱ,
Öl Fv1972;266 M ,Borgs kyrkoruin,Räpplinge sn,Slättbo hd,Borgholm,SHM,6305149.1551322,Funnen på ursprunglig plats.,,"0862 (Räpplinge), 197 [objektid=10086201970001]",,,M s 1200-t,,,sten,rödaktig kalksten,gravhäll,Prydd med akantusranka och en yxa.,,http://fornvannen.se/pdf/1970talet/1972_254.pdf; BN 82,,56.87026293893659,16.646809516161326,ᚱ,1250
Öl Fv1972;268 M ,Gärdslösa kyrka,Gärdslösa sn,Runstens hd,Borgholm,S. korsarmens v. mur.,6296674.1556961,ja,,"0813 (Gärdslösa), 79 [objektid=10081300790001]",,,M efter 1250,,,puts,kalkputs,putsinskrift,,,http://fornvannen.se/pdf/1970talet/1972_254.pdf; BN 78,,56.793510478578845,16.737374470566817,🧱ᚱ,1250
Öl Fv1973;202 M ,"Solberga 4:11, Hamnbassängen, Köpingsvik",Köpings sn,Slättbo hd,Borgholm,SHM,6306200.1555350,,,"0834 (Köping), 216 (stadslager) [objektid=10083402160001]",,,M,,,ben/horn,nötkreatur,"runben, revben",Fyndnr 228.,,http://fornvannen.se/pdf/1970talet/1973_185.pdf; BN 85; Gustavson 2004:67,,56.87923795566926,16.713080126011874,🦴ᚱ,1300
Öl Fv1973;203 $ ,"Solberga 4:11, Hamnbassängen, Köpingsvik",Köpings sn,Slättbo hd,Borgholm,,6306200.1555350,,,"0834 (Köping), 216 (stadslager) [objektid=10083402160001]",,,V/M,,,ben/horn,ben,"runben, revben",Fyndnr 1155.,,http://fornvannen.se/pdf/1970talet/1973_185.pdf; $=Gustavson 2004:67,,56.87923795566926,16.713080126011874,🦴ᚱ,
Öl Fv1974;214 M? ,Solberga 4:4,Köpings sn,Slättbo hd,Borgholm,,6306250.1555625,,,"0834 (Köping), 216 (stadslager) [objektid=10083402160001]",,,M?,,,ben/horn,nötkreatur,"runben, revben",Fyndnr 622.,,http://fornvannen.se/pdf/1970talet/1974_208.pdf; Gustavson 2004:68,,56.879654086432346,16.717600951697527,🦴ᚱ,
Öl Fv1976;96A $ ,"Solberga 4:11, Köpingsvik",Köpings sn,Slättbo hd,Borgholm,,6306200.1555350,,,"0834 (Köping), 216 (stadslager) [objektid=10083402160001]",,,V/M,,,metall,koppar,bleck,"Fyndnr 1413. Hör samman med Öl Fv1976;96B. Endast tolkningen av inledningen är införd här. Gustavson (2004:64 f.) ger följande tolkning ""Krist och Sankta Maria hjälpe / dig, Olov. Hjälp ringar och läkebleck(?). Från dig (må) den naturvidriga jätten (försvinna), Olov, och den vrålande tursen för alltid.""",,"$=Gustavson 2004:64f; $=Material på Runverket, Raä",,56.87923795566926,16.713080126011874,🗡️ᚱ,
Öl Fv1976;96B $ ,"Solberga 4:11, Köpingsvik",Köpings sn,Slättbo hd,Borgholm,,6306200.1555350,,,"0834 (Köping), 216 (stadslager) [objektid=10083402160001]",,,V/M,,,metall,koppar,bleck,"Fyndnr 1413. Hör samman med Öl Fv1976;96A. Gustavson (2004:65) ger följande möjliga tolkning av framsidan på blecket ""Jag bringar den trehövdade tursen den jordsölade, från mannens kvinna. Jag sejdar honom dit (där han hör hemma)."" Avslutningen på bleckets baksida tolkas ""Må han sluta sin färd in i elden!"".",,"Gustavson 2004:65; $=Material på Runverket, Raä",,56.87923795566926,16.713080126011874,🗡️ᚱ,
Öl KALM1982;57  ,Mörbylånga kyrka,Mörbylånga sn,Algutsrums hd,Mörbylånga,,6265950.1536501,,6265950.1536502,"0849 (Mörbylånga), 46:2 (fyndplats) [objektid=10084900460002], 46:1 (nuv. plats) [objektid=10084900460001]",,,V,,,sten,ljusgrå kalksten,runsten,,,BN 18,,56.51966234188285,16.398242129160973,ᚱ,1050
Öl KLM22910  ,Sandby kyrkogård,Sandby sn,Möckleby hd,Mörbylånga,"Kalmar läns museum (KLM 22910), försvunnet.",6272910.1551350,,,0863 (Sandby),,,V,,,sten,kalksten,fragment av runsten,Funnet vid rivning av ladugårdsvägg omedelbart Ö om kyrkogården. Kan inte återfinnas i museisamlingarna.,,,,56.580776767476,16.64083120349333,ᚱ,1050
Öl Köping1  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,I tornet.,6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 69; BN 161,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping2  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,I vapenhuset.,6306083.1555664,,,"0834 (Köping), 171:1 [objektid=10083401710001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,,,ATA Dnr 3937/75; BN 163,,56.87814994631174,16.71820403409265,ᚱ,1050
Öl Köping3  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15893), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,gråaktig kalksten,fragment av runsten,,,ATA Dnr 2056/75; BN 109,http://kulturarvsdata.se/shm/media/html/40659,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping5  ,Köpings kyrkogård,Köpings sn,Slättbo hd,Borgholm,I tornet.,6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,gråvit sandsten,gavelhäll till kista,Hör ihop med Öl 47.,,ATA Dnr 3430/57 nr 67; BN 165,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping7  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,I tornet.,6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,runsten,,,ATA Dnr 3430/57 nr 66; BN 160,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping8  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:38), deponerad, i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,"Färgspår: röda runor, svarta ramlinjer och ornamentik.",,ATA Dnr 3430/57 nr 62; BN 156,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping9  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17565:6(9)), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,kalksten,fragment av runsten,,Öl ATA2056/75A,ATA Dnr 2056/75,http://kulturarvsdata.se/shm/media/html/40664,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping10  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:37), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",kortkvist-s,,V,,,sten,brunviolett kalksten,fragment av runsten,"Färgspår: vita runor, svarta ramlinjer.",,ATA Dnr 3430/57 nr 58; BN 155,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping11  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:15), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,rödaktig kalksten,fragment av runsten,"Reliefhuggen, endast ornamentik bevarad, färgspår: svart yta.",,ATA Dnr 3430/57 nr 55; ATA Dnr 2056/75; BN 107,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping12  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:36), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,"Färgspår: röda runor, svarta ramlinjer.",,ATA Dnr 3430/57 nr 53; BN 154,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014031,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping13  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:6), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 63; BN 98,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping14  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:8), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 61; BN 100,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping15  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339A), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,Endast ornamentik bevarad.,,ATA Dnr 3430/57 nr 2; BN 157,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping16  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:9), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,grå kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 19; BN 101,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping17  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339B), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,"Reliefhuggen, färgspår: svart yta, rött runband.",,ATA Dnr 3430/57 nr 4; BN 158,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping18  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:2), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,Reliefhuggen.,,ATA Dnr 3430/57 nr 5; BN 120,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping19  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:3), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,grå kalksten,fragment av runsten,Endast ornamentik på detta fragment.,,ATA Dnr 3430/57 nr 6; BN 121,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping20  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:4), deponerad i vapenhuset.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,grå kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 7; BN 122,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping21  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:1), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,grå kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 8; BN 93,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014034,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping22  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:5), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,Färgspår: röda och svarta runor.,,ATA Dnr 3430/57 nr 9; BN 123,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014046,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping23  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17565:2), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",kortkvist-s,,V,,,sten,grå kalksten,fragment av runsten,"Färgspår: svarta runor och ramlinjer, rött i runbandet.",,ATA Dnr 3430/57 nr 10; BN 111,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014033,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping24  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:6), deponerad i vapenhuset.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,violettbrun kalksten,fragment av runsten,"Reliefhuggen, endast ornamentik bevarad. Ytan svartmålad, figurerna röda med vit färg under.",,ATA Dnr 3430/57 nr 11; BN 124,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014024,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping25  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:7), deponerad i vapenhuset.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,"Reliefhuggen, endast ornamentik bevarad, färgspår: svart yta och röd yttercirkel.",,ATA Dnr 3430/57 nr 12; BN 125,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014029,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping26  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:12), deponerad i vapenhuset.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,Reliefhuggen.,,ATA Dnr 3430/57 nr 15; BN 104,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014025,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping27  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:2, 15535:5) deponerad i vapenhuset.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",stuprunor,,V,,,sten,brunviolett kalksten,3 fragment av runsten,"Reliefhuggen, yta svart och röd, svart färg i runorna.",,"ATA Dnr 3437/57 nr 14 & 29; BN 94, 97",http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300014023,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping28  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17565:8), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,röd kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 16; BN 112,http://kulturarvsdata.se/shm/media/html/40665,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping29  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (15535:4), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",kortkvist-s,,V,,,sten,grå kalksten,fragment av runsten,,,ATA Dnr 3430/57 nr 17; BN 96,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping30  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (25339:9), deponerad i vapenhuset.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]","kortkvist-s, stuprunor",,V,,,sten,rödbrun kalksten,fragment av runsten,Reliefhuggen.,,ATA Dnr 3430/57 nr 18; BN 127,,56.87812145342674,16.718416567165853,ᚱ,1050
Öl Köping31  ,Köpings kyrka,Köpings sn,Slättbo hd,Borgholm,"SHM (17565:4(1)), deponerad i tornet.",6306080.1555677,,,"0834 (Köping), 168 [objektid=10083401680001]",,,V,,,sten,brunviolett kalksten,fragment av runsten,"Reliefhuggen, endast ornamentik bevarad.",,ATA Dnr 3430/57 nr 3; BN 110,http://kulturarvsdata.se/shm/media/html/40664,56.87812145342674,16.718416567165853,ᚱ,1050
